DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-04-17	36402844	van der Meer D	2022-11-19	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/36402844	The link between liver fat and cardiometabolic diseases is highlighted by genome-wide association study of MRI-derived measures of body composition.	Body composition (MOSTest)	33,588 European ancestry individuals	NA	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-?	rs59985551	0	59985551	intron_variant	0	NR	6E-16	15.221848749616356		8.09	z score increase	Affymetrix [9100000] (imputed)	N	body composition measurement	http://www.ebi.ac.uk/efo/EFO_0005106	GCST90267367	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hernia (two or more subtypes)	5,219 European ancestry cases, 26,095 European ancestry controls	NA	2p16.1	2	55881198		EFEMP1			ENSG00000115380			rs1346786-C	rs1346786	0	1346786	intron_variant	0	0.71	8E-20	19.096910013008056		1.24	[1.18-1.29]	Affymetrix [8397536] (imputed)	N	Hernia	http://purl.obolibrary.org/obo/HP_0100790	GCST90245893	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hernia	57,418 European ancestry cases, 287,090 European ancestry controls	NA	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-C	rs59985551	0	59985551	intron_variant	0	NR	2E-41	40.69897000433602				Affymetrix [8896286] (imputed)	N	Hernia	http://purl.obolibrary.org/obo/HP_0100790	GCST90245895	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Inguinal hernia	18,791 European ancestry cases, 93,955 European ancestry controls	NA	2p16.1	2	55875609		EFEMP1			ENSG00000115380			rs11899888-G	rs11899888	0	11899888	intron_variant	0	0.16	2E-12	11.698970004336019		1.16	[1.13-1.2]	Affymetrix [8397536] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90245889	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Inguinal hernia	18,791 European ancestry cases, 93,955 European ancestry controls	NA	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-C	rs59985551	0	59985551	intron_variant	0	0.78	5E-40	39.30102999566398		1.19	[1.16-1.22]	Affymetrix [8397536] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90245889	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hernia (any subtypes)	62,637 European ancestry cases, 313,185 European ancestry controls	NA	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-C	rs59985551	0	59985551	intron_variant	0	0.78	5E-9	8.301029995663981		1.09	[1.08-1.11]	Affymetrix [8397536] (imputed)	N	Hernia	http://purl.obolibrary.org/obo/HP_0100790	GCST90245894	Genome-wide genotyping array
2022-11-22	35022708	Choquet H	2022-01-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/35022708	Ancestry- and sex-specific effects underlying inguinal hernia susceptibility identified in a multiethnic genome-wide association study meta-analysis.	Inguinal hernia	461 African American or African ancestry cases, 10,141 African American or African ancestry controls, 33,379 European ancestry cases, 436,717 European ancestry controls, 433 East Asian ancestry cases, 8,318 East Asian ancestry controls, 725 Hispanic or Latin American cases, 6,883 Hispanic or Latin American controls, 435 South Asian ancestry cases, 8,482 South Asian ancestry controls, 341 mixed ancestry cases, 6,805 mixed ancestry controls	559 African American or African ancestry cases, 23,053 African American or African ancestry controls, 30,322 European ancestry cases, 580,593 European ancestry controls, 174 East Asian ancestry cases, 12,619 East Asian ancestry controls, 2,341 Hispanic or Latin American cases, 75,507 Hispanic or Latin American controls, 95 South Asian ancestry cases, 3,155 South Asian ancestry controls	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	3E-87	86.52287874528034		0.819		Affymetrix [NR] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90239723	Genome-wide genotyping array
2022-11-22	35022708	Choquet H	2022-01-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/35022708	Ancestry- and sex-specific effects underlying inguinal hernia susceptibility identified in a multiethnic genome-wide association study meta-analysis.	Inguinal hernia	33,379 European ancestry cases, 436,717 European ancestry controls	NA	2p16.1	2	55875609		EFEMP1			ENSG00000115380			rs11899888-G	rs11899888	0	11899888	intron_variant	0	NR	7E-39	38.15490195998574	(conditioned)	0.145817	[0.12-0.17] unit increase	Affymetrix [NR] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90239725	Genome-wide genotyping array
2022-11-22	35022708	Choquet H	2022-01-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/35022708	Ancestry- and sex-specific effects underlying inguinal hernia susceptibility identified in a multiethnic genome-wide association study meta-analysis.	Inguinal hernia	32,089 European, African, Asian, Hispanic/Latin American or mixed ancestry male cases, 196,784 European, African, Asian, Hispanic/Latin American or mixed ancestry male controls	NA	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	3E-72	71.52287874528034		0.8243		Affymetrix [NR] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90239727	Genome-wide genotyping array
2022-11-22	35022708	Choquet H	2022-01-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/35022708	Ancestry- and sex-specific effects underlying inguinal hernia susceptibility identified in a multiethnic genome-wide association study meta-analysis.	Inguinal hernia	3,685 European, African, Asian, Hispanic/Latin American or mixed ancestry female cases, 280,562 European, African, Asian, Hispanic/Latin American or mixed ancestry female controls	NA	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	2E-17	16.69897000433602		0.7807		Affymetrix [NR] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90239728	Genome-wide genotyping array
2023-02-13	36502284	Yu XH	2022-12-10	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/36502284	Body surface area is a potential obesity index: Its genetic determination and its causality for later-life diseases.	Body surface area	337,198 British ancestry individuals	NA	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-?	rs59985551	0	59985551	intron_variant	0	NR	9E-52	51.045757490560675		0.00728448	[0.0063-0.0082] unit decrease	NR [9428408] (imputed)	N	body surface area	http://www.ebi.ac.uk/efo/EFO_0022196	GCST90245995	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	A body shape index	186,825 British ancestry men	NA	2p16.1	2	55868859	EFEMP1	EFEMP1			ENSG00000115380			rs17278665-G	rs17278665	0	17278665	intron_variant	0	NR	6E-12	11.221848749616356		0.0282154	[0.02-0.036] unit increase	Affymetrix [323858] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST012231	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	A body shape index	186,825 British ancestry men	NA	2p16.1	2	55884174	EFEMP1	EFEMP1			ENSG00000115380			rs3791675-T	rs3791675	0	3791675	intron_variant	0	NR	4E-11	10.397940008672037		0.0240922	[0.017-0.031] unit decrease	Affymetrix [323858] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST012231	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55894434	EFEMP1	EFEMP1			ENSG00000115380			rs779074208-T	rs779074208	0	779074208	intron_variant	0	NR	1E-29	29.0		0.0340167	[0.028-0.04] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55898949	EFEMP1	EFEMP1			ENSG00000115380			rs3791666-C	rs3791666	0	3791666	intron_variant	0	NR	8E-13	12.096910013008056		0.0219582	[0.016-0.028] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55901391	EFEMP1	EFEMP1			ENSG00000115380			rs3791663-A	rs3791663	0	3791663	intron_variant	0	NR	1E-20	20.0		0.0323393	[0.026-0.039] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55904089	EFEMP1	EFEMP1			ENSG00000115380			rs35387878-G	rs35387878	0	35387878	intron_variant	0	NR	6E-9	8.221848749616356		0.0178011	[0.012-0.024] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55907692	EFEMP1	EFEMP1			ENSG00000115380			rs1430197-A	rs1430197	0	1430197	intron_variant	0	NR	5E-13	12.301029995663981		0.0210142	[0.015-0.027] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	360,388 European ancestry individuals, 165,056 East Asian ancestry individuals	NA	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	4E-215	214.39794000867204		0.047	[0.044-0.05] unit decrease	Affymetrix, Illumina [20538915] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90018959	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55888658	EFEMP1	EFEMP1			ENSG00000115380			rs202153703-AAGAAAACC	rs202153703	0	202153703	intron_variant	0	NR	4E-10	9.397940008672037		0.0665038	[0.046-0.087] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55879793	EFEMP1	EFEMP1			ENSG00000115380			rs59985551-T	rs59985551	0	59985551	intron_variant	0	NR	4E-51	50.39794000867204		0.050523	[0.044-0.057] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55875609	EFEMP1	EFEMP1			ENSG00000115380			rs11899888-G	rs11899888	0	11899888	intron_variant	0	NR	6E-31	30.221848749616356		0.0446516	[0.037-0.052] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55885305	EFEMP1	EFEMP1			ENSG00000115380			rs1367228-A	rs1367228	0	1367228	intron_variant	0	NR	2E-22	21.69897000433602		0.0277185	[0.022-0.033] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Pulse pressure	360,863 European ancestry individuals, 145,445 East Asian ancestry individuals	NA	2p16.1	2	55875609		EFEMP1			ENSG00000115380			rs11899888-G	rs11899888	0	11899888	intron_variant	0	NR	3E-15	14.522878745280337		0.0232	[0.018-0.029] unit decrease	Affymetrix, Illumina [20537391] (imputed)	N	pulse pressure measurement	http://www.ebi.ac.uk/efo/EFO_0005763	GCST90018970	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist circumference adjusted for body mass index	219,872 British ancestry women	NA	2p16.1	2	55866069	EFEMP1	EFEMP1			ENSG00000115380			rs1802575-C	rs1802575	0	1802575	3_prime_UTR_variant	0	NR	4E-8	7.3979400086720375		0.0229202	[0.015-0.031] unit increase	Affymetrix [321114] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST90020029	Genome-wide genotyping array
2022-04-26	35399580	Fernandez-Rhodes L	2022-03-11	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/35399580	Ancestral diversity improves discovery and fine-mapping of genetic loci for anthropometric traits-The Hispanic/Latino Anthropometry Consortium.	Height	59,771 Hispanic or Latin American individuals	8,110 Hispanic or Latin American individuals	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-A	rs3791679	0	3791679	intron_variant	0	0.7935	5E-10	9.301029995663981		0.0405	[0.028-0.053] unit increase	Affymetrix, Illumina [8927938] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90095033	Genome-wide genotyping array
2022-08-05	35831902	Chiou JS	2022-07-13	BMC Med	www.ncbi.nlm.nih.gov/pubmed/35831902	Your height affects your health: genetic determinants and health-related outcomes in Taiwan.	Height	67,452 Han Chinese ancestry individuals	NA	2p16.1	2	55884174		EFEMP1			ENSG00000115380			rs3791675-C	rs3791675	0	3791675	intron_variant	0	NR	3E-37	36.52287874528034		0.075	[0.064-0.087] unit increase	Affymetrix [NR] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90131910	Genome-wide genotyping array
2022-08-05	35831902	Chiou JS	2022-07-13	BMC Med	www.ncbi.nlm.nih.gov/pubmed/35831902	Your height affects your health: genetic determinants and health-related outcomes in Taiwan.	Height	67,452 Han Chinese ancestry individuals	NA	2p16.1	2	55870880		EFEMP1			ENSG00000115380			rs146446706-T	rs146446706	0	146446706	missense_variant	0	NR	2E-13	12.698970004336019		0.151	[0.111-0.191] unit increase	Affymetrix [NR] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90131910	Genome-wide genotyping array
2022-07-25	34077760	Alipanahi B	2021-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34077760	Large-scale machine-learning-based phenotyping significantly improves genomic discovery for optic nerve head morphology.	Vertical cup-disc ratio	65,680 European ancestry individuals	NA	2p16.1	2	55875609		EFEMP1			ENSG00000115380			rs11899888-A	rs11899888	0	11899888	intron_variant	0	0.841	9E-10	9.045757490560675		0.00544	[0.0036-0.0073] unit decrease	Affymetrix [13110443] (imputed)	N	cup-to-disc ratio measurement	http://www.ebi.ac.uk/efo/EFO_0006939	GCST90129592	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist circumference adjusted for body mass index	219,872 British ancestry women	NA	2p16.1	2	55885305	EFEMP1	EFEMP1			ENSG00000115380			rs1367228-A	rs1367228	0	1367228	intron_variant	0	NR	6E-9	8.221848749616356		0.0166408	[0.011-0.022] unit decrease	Affymetrix [321114] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST90020029	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist circumference adjusted for body mass index	219,872 British ancestry women	NA	2p16.1	2	55881198	EFEMP1	EFEMP1			ENSG00000115380			rs1346786-T	rs1346786	0	1346786	intron_variant	0	NR	2E-11	10.698970004336019		0.0209135	[0.015-0.027] unit decrease	Affymetrix [321114] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST90020029	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist circumference adjusted for body mass index	219,872 British ancestry women	NA	2p16.1	2	55890911	EFEMP1	EFEMP1			ENSG00000115380			rs10865291-A	rs10865291	0	10865291	intron_variant	0	NR	8E-12	11.096910013008056		0.0205871	[0.015-0.026] unit decrease	Affymetrix [321114] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST90020029	Genome-wide genotyping array
2022-07-25	34077760	Alipanahi B	2021-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34077760	Large-scale machine-learning-based phenotyping significantly improves genomic discovery for optic nerve head morphology.	Vertical cup-disc ratio	89,579 European ancestry individuals	NA	2p16.1	2	55868859		EFEMP1			ENSG00000115380			rs17278665-C	rs17278665	0	17278665	intron_variant	0	NR	6E-11	10.221848749616356		0.0376	[0.024-0.051] unit decrease	Affymetrix [8600000] (imputed)	N	cup-to-disc ratio measurement	http://www.ebi.ac.uk/efo/EFO_0006939	GCST90129627	Genome-wide genotyping array
2022-08-04	35479509	Thanaj M	2022-04-13	Nat Cardiovasc Res	www.ncbi.nlm.nih.gov/pubmed/35479509	Genetic and environmental determinants of diastolic heart function.	Maximum indexed left atrial volume	23,321 European ancestry individuals	10,924 European ancestry individuals	2p16.1	2	55879793		EFEMP1			ENSG00000115380			rs59985551-?	rs59985551	0	59985551	intron_variant	0	0.23	5E-9	8.301029995663981		0.0117	[0.0078-0.0156] unit increase	Affymetrix [16705336] (imputed)	N	left atrial volume measurement	http://www.ebi.ac.uk/efo/EFO_0600035	GCST90019012	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Carpal tunnel syndrome	18,855 European ancestry cases, 461,346 European ancestry controls, 192 East Asian ancestry cases, 178,534 East Asian ancestry controls	NA	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	1E-8	8.0		0.0746	[0.049-0.1] unit increase	Affymetrix, Illumina [25844227] (imputed)	N	carpal tunnel syndrome	http://www.ebi.ac.uk/efo/EFO_0004143	GCST90018813	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Inguinal hernia	16,725 European ancestry cases, 428,356 European ancestry controls, 1,664 East Asian ancestry cases, 177,062 East Asian ancestry controls	NA	2p16.1	2	55869757		EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	1E-46	46.0		0.1952	[0.17-0.22] unit decrease	Affymetrix, Illumina [25841416] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90018868	Genome-wide genotyping array
2022-08-04	35505052	Fan CC	2022-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35505052	Multivariate genome-wide association study on tissue-sensitive diffusion metrics highlights pathways that shape the human brain.	Whole brain restricted isotropic diffusion (multivariate analysis)	23,543 European ancestry individuals	11,555 European ancestry individuals, 3,030 non-European ancestry individuals	2p16.1	2	55900956		EFEMP1			ENSG00000115380			rs7596872-?	rs7596872	0	7596872	intron_variant	0	NR	6E-19	18.221848749616356	(EA)			NR [NR] (imputed)	N	brain measurement	http://www.ebi.ac.uk/efo/EFO_0004464	GCST90131904	Genome-wide genotyping array
2021-12-14	33288918	White JD	2020-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33288918	Insights into the genetic architecture of the human face.	Facial morphology (segment 30)	3,566 European ancestry individuals	4,680 European ancestry individuals	2p16.1	2	55885305		EFEMP1			ENSG00000115380			rs1367228-A	rs1367228	0	1367228	intron_variant	0	0.427790241	6E-9	8.221848749616356				Illumina [7417619] (imputed)	N	upper face morphology measurement	http://www.ebi.ac.uk/efo/EFO_0010949	GCST90007273	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	186,825 British ancestry men	NA	2p16.1	2	55869757	EFEMP1	EFEMP1			ENSG00000115380			rs3791679-G	rs3791679	0	3791679	intron_variant	0	NR	9E-29	28.045757490560675		0.040645	[0.033-0.048] unit decrease	Affymetrix [323123] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST012227	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	186,825 British ancestry men	NA	2p16.1	2	55867969	EFEMP1	EFEMP1			ENSG00000115380			rs11125608-G	rs11125608	0	11125608	intron_variant	0	NR	6E-13	12.221848749616356		0.0226246	[0.016-0.029] unit decrease	Affymetrix [323123] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST012227	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	186,825 British ancestry men	NA	2p16.1	2	55894434	EFEMP1	EFEMP1			ENSG00000115380			rs779074208-T	rs779074208	0	779074208	intron_variant	0	NR	5E-14	13.301029995663981		0.0246652	[0.018-0.031] unit decrease	Affymetrix [323123] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST012227	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	186,825 British ancestry men	NA	2p16.1	2	55901391	EFEMP1	EFEMP1			ENSG00000115380			rs3791663-A	rs3791663	0	3791663	intron_variant	0	NR	2E-9	8.698970004336019		0.0227939	[0.015-0.03] unit decrease	Affymetrix [323123] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST012227	Genome-wide genotyping array
